address,restaurant,type,region,food_subtype
"6 Raffles Boulevard Level 5 Marina Square, Singapore 039594 Singapore",Peach Blossoms,"Chinese,Asian,Cantonese",CENTRAL,fish#pig#tofu#pork#cheese#vegetarian#fried rice#dimsum#pork bun#taiwanese#kurobuta#soup#seafood#pancake#red bean#seafood soup#chinese#bottle wine#beef#steak#fine dining#red wine#beef steak#waygu#hokkien#hokkien mee#fried pork#tim sum#suckling pig#glutinous rice#japanese#american#cod#lamb#rib#wagyu#bbq#wagyu beef#mian#duck#lobster#michelin#foie gras#peking duck#bisque#egg#dim sum#buffet#dim sum buffet#chicken#pork belly#roasted duck#fried egg#cantonese#char siew#sweet sour pork#vegetable#wine list#pineapple#kurobuta pork#claypot#roast pork#prawn#yam#duck meat#salted egg#chinese cuisine#roasted pork#chicken soup#dessert#cocktail#mango#lemon#beer#coffee#beer wine#porridge#indonesian#pork rib#king prawn#truffle#fruit#short rib#truffle oil#wok hei#beef short#beef short rib#lychee#soft shell crab#braised pork#oxtail#carrot cake#roast chicken#salmon#cheesecake#roasted chicken#mojito#spinach#german#otah#squid#hor fun#ice cream#ice cream dessert#fish maw#abalone#sotong#fish skin#ham#roast duck#coconut#black truffle#desert#coconut ice#coconut ice cream#mango pudding#shark fin#cold dish#pau#asparagus#congee#cantonese cuisine#szechuan#roast meat#scallop#siew mai#chilli crab#avocado#spare rib#salted egg yolk#white wine#durian#asian#crab meat#dumpling#shrimp#western#white truffle#fresh crab#pork chop#custard bun#salad#pork collar#chili crab#chocolate#cod fish#mee sua#noodle#noodle soup#pumpkin soup#seafood fried rice#breakfast#crabmeat#crispy chicken#chicken fried#oyster#wanton#hamburger#egg tart#egg white#smoked duck#mantou#quail#quail egg#clay pot
"5 Fraser Street Level 25 Andaz Singapore, Singapore 189354 Singapore",Alley on 25,"International,Asian,Vegetarian Friendly",CENTRAL,steak#fish#salad#coffee#breakfast#chicken#soup#italian#burrata#buffet#beer#teppanyaki#asian#western#cake#satay#ham#japanese#buffet style#beef#curry#grill#beef cheek#pork#salmon#scone#dessert#bread#ice cream#hummus#vanilla#sourdough#burger#quesadilla#chocolate#high tea#pandan#tenderloin#miso#angus#angus beef#beef tenderloin#miso soup#iced tea#lemonade#vegan#pie#kueh#kueh pie#kueh pie tee#seafood#pasta#stew#crab pasta#ice tea#champagne#oyster#chinese#small cake#dim sum#dumpling#lobster#rib#scallop#fried rice#pork rib#porridge#red bean#siew mai#carrot cake#aglio olio#cocktail#bbq#smoked salmon#vegetable#brunch buffet#egg#bacon#mojito#wanton#coconut#beef burger#coconut ice#coconut ice cream#prawn#mango#teh#calamari#salted egg#breakfast buffet#grilled chicken#teh tarik#kopi#chili crab#cheese#chicken burger#seabass#fruit#omelette#fresh fruit#desert#potato#sambal#spring roll#sea bass#vegetarian#caramel#barramundi#pumpkin soup#buffet selection#shrimp#red wine#rabbit#pork chop#tiger prawn#mian#chicken fried#kurobuta#kurobuta pork#noodle#oxtail#juice#lobster roll#squid#sesame#short rib#chendol#papaya#roast chicken#lamb#mac cheese#lamb shank#ice cream dessert
"60 Race Course Road, Singapore 218567 Singapore",Aromas of India,"Indian,Asian,Vegetarian Friendly",CENTRAL,chicken#beer#cheese#bread#naan#kebab#paneer#garlic naan#naan bread#butter chicken#fish#curry#lamb#fish curry#spinach#masala#indian#tandoori#saffron rice#tea#palak#palak paneer#prawn#mango#lassi#tandoori chicken#mango lassi#chicken tikka#biryani#soup#tikka masala#vindaloo#chicken tikka masala#vegetarian#north indian#cold beer#vegetable#german#buffet#fine dining#korean#ice cream#vanilla#vanilla ice cream#desert#king prawn#chinese#chocolate#halal#banana#mutton#prata#potato#egg#briyani#samosa#rice chicken#south indian#kulfi#spicy chicken#dessert#cafe#mushroom soup#cake#salad#chicken biryani#sambal#juice#lime juice#glass wine#chicken curry#steamed rice#indonesian#fried chicken#seafood
"5 Raffles Avenue, Marina Square, Singapore 039797 Singapore",Cherry Garden,"Chinese,Asian,Cantonese",CENTRAL,desert#buffet#chinese#roast meat#brunch buffet#dim sum#apple#tea#lobster#abalone#dimsum#allergy#cake#chicken#soup#beef#wagyu#fried rice#mango#spinach#wagyu beef#yam#lychee#carrot cake#chicken soup#avocado#dessert#pork#truffle#tofu#cod#pumpkin soup#duck#roasted duck#glutinous rice#peking duck#fish#prawn#cod fish#chinese cuisine#oyster#cantonese#crab meat#chicken fried#dim sum buffet#fine dining#dumpling#siew mai#white wine#cocktail#vegetarian#fruit#pork belly#clay pot#shrimp#chocolate#bbq#chocolate cake#mian#chili crab#michelin#michelin star#cantonese cuisine#michelin starred#vegetable#char siew#roast pork#egg#wine list#braised beef#prawn dumpling#sesame#seafood#seafood soup#asparagus#roast duck#shark fin#pig#beer#ice cream#pancake#bbq pork#hot pot#crispy pork#mee sua#noodle#western#soft shell crab#chilli crab#mantou#duck meat#chicken rice#scallop#crispy duck#small cake#buffet style#roasted chicken#mushroom soup#claypot#beef brisket#german#hot sour soup#escargot#congee#century egg#kurobuta#salad#salmon#kurobuta pork#japanese#fish skin#rib#pork rib#mango pudding#steak#italian#steak house#custard bun#lamb#juice#pineapple#wok hei#red bean#high tea#tenderloin#beef tenderloin#foie gras#doe#squid#crayfish#martini#champagne#hamburger#fried pork#roasted pork#bottle wine#breakfast#clam#rice noodle#crabmeat#lemon#champagne brunch#american#wanton#italian wine#cheese#gyoza#sichuan#barbecue#asian#crepe#tim sum
"31 Cuppage Road Cuppage Terrace Cuppage Rd, Singapore 229457 Singapore",The Curry Culture,"Indian,Asian,Vegetarian Friendly",CENTRAL,chicken#indian#tea#curry#lamb#paneer#vegetarian#butter chicken#kebab#dessert#cheese#fruit#coconut#naan#vindaloo#american#mutton#saffron rice#bread#masala#chicken tikka#tikka masala#naan bread#chicken tikka masala#potato#fish#fish curry#garlic naan#seafood#prawn#tandoori#daal#beer#glass wine#biryani#chicken dish#tandoori chicken#north indian#wine list#lassi#vegetable#samosa#ice cream#desert#mango#vegan#salad#ayam#curry chicken#szechuan#soup#chocolate#grill#punjab grill#kulfi#fine dining#cocktail#south indian#spinach#curry fish#king prawn#lamb chop#juice#lime juice#mango lassi#mojito#chicken curry#palak#palak paneer#curry rice#buffet#cake#vanilla#chocolate cake#vanilla ice cream#bbq#beef#cold beer#prata#crabmeat#chicken biryani#lemon#milk tea#red wine#shrimp#italian#lebanese#halal#margarita#indian vegetarian#icecream#sesame#oyster#pizza#asian#garlic bread#champagne#steak#banana#barbecue#bottle wine#western#fried rice#rice chicken#tiger prawn#steamed rice#apple#fried fish#coffee#curry sauce#yoghurt#crab meat#chinese#michelin#michelin starred#pig#fish head#fish head curry#chicken rice
"#01-02 Red Dot Traffic Building 32 Maxwell Road, #01-02/03 Maxwell Chambers, Singapore 069115 Singapore",Otto Ristorante,"Italian,European,Vegetarian Friendly",CENTRAL,cheese#burrata#ravioli#tenderloin#veal#bone marrow#italian#lobster#lamb#risotto#vegetarian#salmon#ham#linguine#parma#parma ham#ricotta#steak#pasta#cocktail#truffle#wagyu#fine dining#asparagus#truffle pasta#wagyu steak#dessert#soup#bread#pig#apple#vanilla#suckling pig#gelato#pumpkin soup#beef#cake#wagyu beef#salad#spaghetti#wine list#red wine#fish#vegetable#carpaccio#cod#white truffle#lobster pasta#chocolate#foie gras#chocolate dessert#halibut#coffee#chocolate cake#black truffle#michelin#pork#crispy pork#squid#squid ink#ink pasta#squid ink pasta#cheese platter#vietnamese#michelin star#burrata cheese#antipasti#seafood#prawn#urchin#sea urchin#seafood soup#octopus#mushroom soup#chocolate lava#mojito#lemonade#ragout#tiramisu#bisque#lobster bisque#beef steak#seafood pasta#lava cake#mozzarella#tagliatelle#tuna#spinach#tartare#beef carpaccio#limoncello#apple crumble#ice cream#white wine#vanilla ice cream#umami#vino#boston lobster#lamb shank#scallop#hokkaido scallop#beef tenderloin#grilled fish#smoked salmon#egg#bottle wine#braised beef#yoghurt#waygu#meringue#seared scallop#quail#artichoke#chinese#lamb rack#pasta dish#asian#sirloin#caviar#sea bass#gnocchi#eel#porcini#espresso#pork belly#tea coffee#fruit#potato#bbq#italian wine#kurobuta#kurobuta pork#crabmeat#creme brulee#wine service#cafe#pineapple#desert#sandwich#avocado#cod fish
"320 Orchard Road Singapore Marriott Tang Plaza Hotel Singapore Marriott Tang Plaza Hotel, Singapore 238865 Singapore",Crossroads,"Cafe,Vegetarian Friendly,Vegan Options",CENTRAL,salad#burger#breakfast#chinese#cafe#bread#tuna#cocktail#ice cream#tea#nasi goreng#beef#wagyu#wagyu beef#satays#carbonara#beer#sangria#soup#calamari#mushroom soup#western#buffet#sandwich#pineapple#wagyu burger#pasta#prawn#spaghetti#aglio olio#vegan#cake#pancake#buffet breakfast#breakfast buffet#buffet selection#chicken#pork#fish#cheese#laksa#octopus#cod#lemak#caramel#pork chop#cod fish#grilled octopus#grilled chicken#kurobuta#kurobuta pork#curry#coconut#quail#fish cake#angus#white wine#chicken satay#glass wine#ham#parma#parma ham#coffee#egg#samosa#brunch buffet#seafood#wine list#escargot#crayfish#lemon#bacon#american#muffin#cappuccino#lychee#martini#mojito#mee goreng#indian#risotto#fruit#chilli crab#salmon#chicken rice#smoked salmon#dessert#croissant#lager#vegetarian#hokkien#hor fun#wok hei#steak#asian#rib#rib eye#rib eye steak#milkshake#vegetable#falafel#chorizo#chocolate#asparagus#yoghurt#hot chocolate#chicken curry#tom yum#sirloin#fried rice#juice#omelette#lobster#hainanese#hainanese chicken#hainanese chicken rice#cold beer#hamburger#bottle wine#cup coffee#beef patty#beef burger#lamb#soft shell crab#chicken dish#noodle#prawn noodle#poached egg#pandan#fine dining#boston lobster#bbq#noodle soup#charcuterie#tiger prawn#squid#hokkien mee#congee#kaya toast#potato#curry chicken#iced tea#halal#korean#snapper#whisky#fresh juice#frog#margarita#banana#avocado#quinoa#porcini#cider#ice tea#indonesian#rojak#craft beer#waygu#caesar salad#oyster#fresh oyster#persian#beer wine#champagne#sushi#tiramisu#mexican#bbq pork#lamb chop#cheesecake#strawberry#yam#tom yam#chili crab#prata#roti prata#italian#truffle#truffle fries#sea bass#goat cheese#pasta dish#japanese#sashimi#high tea#paneer#short rib#pork knuckle#roast beef#crispy pork#beef short#beef short rib#pumpkin soup#spicy chicken#tenderloin#tortilla#cheese platter#tempura#pork belly#scallop#lemonade#creme brulee#fresh fruit#fruit juice#butter pudding#penne#rendang#beef rendang
"35A Boat Quay Boat Quay, Singapore 049824 Singapore",DePizza,"Italian,Bar,Pizza",CENTRAL,pizza#truffle#apple#truffle fries#cider#mala#dessert#chicken#beef#seafood#pasta#cheese#japanese#salmon#sashimi#coconut#mango#sambal#lemak#panna cotta#salmon sashimi#striploin#nasi lemak#italian#vegetarian#vegan#beer#tea#calamari#seafood pasta#crab meat#chilli crab#mantou#asian#egg#pie#pork#pulled pork#carbonara#fish#fried chicken#fried egg#chicken fried#chili crab#western#clam#blue cheese#craft beer#breakfast#lobster#lobster pasta#prawn#tiger prawn#salted egg#salted egg yolk#icecream#bread#truffle oil#white wine#cafe#chicken rice#pandan#chinese#ham#greek#ice cream#crab pasta#strawberry#red wine#sweet sour pork#mussel#american#bacon#fresh sashimi#umami
"1 Cuscaden Road The Regent Singapore, Singapore 249715 Singapore",Tea Lounge at Regent Singapore,"International,Gluten Free Options,",CENTRAL,buffet#buffet style#tea#high tea#dessert#salad#crepe#asian#laksa#porridge#king crab#nyonya#lobster#foie gras#tea buffet#high tea buffet#seafood#prawn#congee#chicken#satay#char siew#king prawn#chili crab#cheese#chocolate#vanilla#pork#roasted pork#coffee#western#korean#spanish#cake#chinese#japanese#salmon#hokkien#hokkien mee#tofu#cheesecake#strawberry#burger#beef#lemon#smoked salmon#yorkshire pudding#scone#bread#champagne#sushi#wagyu#wagyu beef#caviar#pie#roast beef#desert#fruit#sandwich#rendang#mousse#gula melaka#kopi#apple#egg#lemak#kueh#salted egg#nonya#kueh pie#salted egg yolk#kueh pie tee#panna cotta#churros#dim sum#dessert buffet#tea coffee#steak#duck#coconut#peking duck#chocolate cake#wagyu steak#dark chocolate#chilli crab#apple crumble#mantou#soup#chicken soup#crispy pork#confit#scallop#roast pork#pork belly#butter pudding#tempura#peranakan#spinach#satays#pineapple#fried prawn#small cake#lychee#crab meat#italian#ice cream#espresso#sashimi#chicken wing#rojak#cappuccino#bread butter pudding#michelin#mango#fried chicken#fried chicken wing#chocolate mousse#chicken rice#sesame#indian#malaysian#pau#chicken satay#pig#fish#lamb#hummus#hot chocolate#cafe#tuna#grill#crayfish#roast chicken#otah#buffet selection#ice tea#curry#curry puff#shrimp#roast meat#pizza#waffle#red wine#white wine
"390 Havelock Road King's Centre, Singapore 169662 Singapore",Grand Shanghai Restaurant,"Chinese,Asian,Shanghai",SOUTH,eel#chinese#chinese cuisine#beef#seafood#lamb#duck#smoked duck#pork#fried pork#dumpling#truffle#soup#fish#fish soup#chicken#egg#pig#truffle oil#egg white#mantou#lobster#roast duck#peking duck#tea#dim sum#roast chicken#tofu#char siew#taiwanese#fine dining#shrimp#wanton#chicken soup#cake#spring roll#carrot cake#crab meat#gyoza#cold dish#cantonese#hokkien#dessert#crispy duck#pancake#red bean#rice cake#mango#mango pudding#ham#asian#bee hoon#wok hei#oyster#salmon#abalone#black truffle#shark fin#crabmeat#suckling pig#beer#vegetarian#fish head#stew#popiah#fish maw#roasted duck#prawn#cantonese cuisine#coffee#salted egg#salted egg yolk#fried prawn#souffle#dimsum#fried rice#cod#cod fish#scrambled egg#noodle#fried noodle#fried fish#mian#teriyaki#squid#baby squid
"22 Orange Grove Road Shangri-La Hotel Tower Wing, Lower Lobby, Singapore 258350 Singapore",The Line,"Seafood,International,Asian",CENTRAL,buffet#breakfast#laksa#breakfast buffet#cake#strawberry#dessert#beef#chocolate#coconut#foie gras#durian#kebab#tenderloin#beef tenderloin#dark chocolate#spaghetti#seafood#chicken#pasta#chinese#sashimi#nonya#roasted chicken#coffee#lemak#nasi lemak#croissant#chocolate cake#fresh seafood#lebanese#pork#butter chicken#carbonara#roasted pork#cheese#duck#roast duck#cheese platter#oyster#dumpling#maki#lamb#fine dining#grill#roasted duck#lobster#indian#tea#japanese#potato#western#teh#bacon#cantonese#pineapple#mousse#teh tarik#daal#chocolate mousse#salad#wagyu#michelin#michelin star#wagyu beef#hokkien#papaya#desert#naan#asian#sea bass#fish#salmon#tuna#international buffet#soup#satay#shark fin#vegetarian#chili crab#ice cream#roast beef#steak#sushi#sirloin#gelato#waygu#chocolate fountain#sirloin steak#prata#lemon#chicken satay#noodle#rice noodle#champagne#roti prata#beer#chendol#salmon sashimi#alaskan crab#buffet selection#satays#rib#prime rib#margarita#clam#curry#fish curry#chilli crab#prawn#vegan#crepe#vanilla#sesame#garlic naan#vanilla ice cream#porridge#fruit#tea coffee#tandoori#paella#rojak#fresh sashimi#dim sum#bread#spanish#noodle soup#fresh fruit#small cake#pork knuckle#nyonya#yam#tom yam#tiramisu#congee#dimsum#fried rice#tim sum#cafe#omelette#rabbit#braised pork#oyster omelette#chap chye#mantou#south indian#dosas#italian#juice#shrimp#tofu#indonesian#cappuccino#pizza#pork belly#naan bread#carrot cake#whisky#lobster roll#middle eastern#kueh#egg#salted egg#fried fish#kway teow#scallop#dessert buffet#szechuan#hokkien mee#octopus#chicken soup#white wine#yoghurt#quinoa#bbq#seafood buffet#wok hei#cod#cod fish#chinese cuisine#crab meat#king crab#aglio olio#prawn noodle#ice tea#champagne brunch#burger#beef burger#abalone#roast pork#tiger prawn#briyani#chicken curry#tandoori chicken#sushi sashimi#parma#prosciutto#yorkshire pudding#striploin#crayfish#masala#buffet breakfast#mutton#red wine#beef cheek#pepper crab#caramel#lychee#waffle#cheesecake#tempura#miso#ribeye#creme brulee#german#eel#char siew#kaya toast#red bean#apple crumble#rib eye#blue cheese#buffet style#hummus#brunch buffet#sambal#lamb shank#baguette#barbecue#mango#parma ham#muffin#caviar#hor fun#grilled meat#crispy pork#hot chocolate#chocolate dessert#korean#butter pudding#malaysian#seafood soup#burrito#lobster tail#alaskan king#seafood fried rice#pig#north indian#peranakan#american#milk tea#dessert coffee#wine list#high tea#miso soup#suckling pig#roast meat#fresh prawn#prawn mee#chicken rice#wanton#pandan#gula melaka#snapper#bisque#lobster bisque#mashed potato#truffle#black pepper crab#fried egg#vegetable#unagi#pumpkin soup#hainanese#hainanese chicken#hainanese chicken rice#lava cake#halal#fresh oyster#cold dish#pork bun#pork rib#roast chicken#smoked salmon#quail#espresso#fresh juice#taiwanese#mediterranean#pita#chocolate lava#chocolate lava cake#gnocchi#murtabak#boston lobster#beef rib#pho#sashimi sushi#stew#peking duck#beer wine#squid#seafood pasta#tea buffet#smoked duck#high tea buffet#rendang#beef rendang#icecream#indian vegetarian#popiah#kopi#bread butter pudding#coconut ice#coconut ice cream#pancake#pie#panna cotta#banana#lamb rack#calamari#bbq pork#siew mai#meringue#teppanyaki#chicken tikka#spinach#ravioli#nasi goreng#fruit juice#lemonade#pistachio#risotto#soft shell crab#milo#squid ink#caesar salad#martini
"5 Fraser Street Andaz Singapore Level 39, Andaz Singapore - a concept by Hyatt, Singapore 189354 Singapore",Mr Stork,"Bar,,",CENTRAL,cake#pandan#chicken#cocktail#chicken wing#cheese#truffle#truffle fries#hummus#chinese#crispy chicken#wine list#vegan#beer#fried chicken#fried chicken wing#bottle wine#chicken rice#lager#rhubarb#whisky#cider#mojito#craft beer#champagne#korean#martini#gin tonic#bread
"9 Temasek Boulevard Suntec Tower Two #01-512/513, Suntec Tower 2, Singapore 038989 Singapore",Ramen Nagi,"Japanese,Asian,Soups",CENTRAL,pork#ramen#pork belly#tonkatsu#soup#gyoza#japanese#tom yum#chicken#braised pork#tonkotsu#seafood#squid#squid ink#noodle#egg#italian#cheese#vegetable#sesame#umami#teh#tea#char siew#asian#miso#shrimp#dumpling#pancake#mala#salad#curry#rib#pork rib#bak kut teh
"21 Boon Tat Street, Singapore 069620 Singapore",Cheek Bistro,"Australian,Vegetarian Friendly,Vegan Options",CENTRAL,chicken#beef#pork#duck#oyster#wine list#waffle#burrata#confit#duck confit#beef cheek#pork collar#lamb#ice cream#panna cotta#fish#sourdough#salad#cake#bread#iberico#iberico pork#steak#rib#rib eye#rib eye steak#ribeye#pork chop#cocktail#cheese#fine dining#tartare#beef tartare#japanese#wagyu#dessert#michelin#michelin star#barramundi#yoghurt#asian#foie gras#italian#chocolate#apple#caramel#cod#coffee#laksa#coconut#pig#omakase#artichoke#quail#western#red wine#squid#strawberry#beer#juice#chestnut#michelin starred#popcorn#seafood#lemon#rhubarb#mackerel#steak tartare#cuttlefish#hor fun#eel#glass wine#chocolate cake#vegetarian#seabass#vegan#sea bass#cake dessert#suckling pig#egg#desert#coconut ice#coconut ice cream#vegetable#cafe#cider#veal#prawn#umami#meringue#szechuan#goat cheese#cheese platter#blue cheese#crabmeat#beef rib#potato#white wine#roast pork#caviar#fresh oyster#soup#chocolate dessert#indian#chinese#icecream#pistachio#braised pork#cantonese#roast meat#wagyu steak#miso
